,Code,Year,Coal rents (% of GDP),Current health expenditure (% of GDP),Exports of goods and services (% of GDP),Forest rents (% of GDP),Fuel exports (% of merchandise exports),Fuel imports (% of merchandise imports),GDP (constant 2015 US$),GDP (current US$),Gini index,"Government expenditure on education, total (% of GDP)",Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mineral rents (% of GDP),Natural gas rents (% of GDP),Oil rents (% of GDP),"Population, total",Research and development expenditure (% of GDP),Ores and metals exports (% of merchandise exports),Ores and metals imports (% of merchandise imports),Total natural resources rents (% of GDP),Human Development Index,GDP_pc
1131,EGY,2001,0.0004591709369364,5.40030336,17.4797881237803,0.148322612020039,40.4973736835231,4.92428812378692,186035425184.798,96684636118.5984,,,22.330638416504,2.26975720475956,32.650243674393,54.61905930454,4825000000.0,13376000000.0,18.8251212712573,2.98556856033807,0.0238511839077044,1.12609010255356,5.17066273278314,72854261,,4.55933870538842,2.83918520110679,6.46938580220137,0.637,2553.528409063102
1132,EGY,2002,0.0002691499416771,5.5107379,18.3161784111903,0.184484961715139,33.5758472614446,3.97551517938764,190482051407.276,85146067415.7303,,4.7958836555481,22.6708894167326,2.73723855000334,35.2403724504217,50.6064741355801,5546000000.0,12770000000.0,21.5112694642386,3.27845479650374,0.021749873798385,1.1880642465276,5.90580704386046,74393759,,4.58464863148707,3.31182149630683,7.30037527584326,0.639,2560.457408897378
1133,EGY,2003,0.0002983462741505,5.2242527,21.7964071856287,0.27156503120705,43.0771531636003,5.16802502540454,196565009501.834,80288461538.4615,,4.94563007354736,24.3832335329341,4.50777636319304,30.4507101106592,48.4009292604727,7408000000.0,12950000000.0,25.3560718562874,3.17728527009726,0.0190720913893449,1.34012258500625,7.50637371077042,75963322,,3.12730798783112,2.81228706536291,9.13743176464721,0.637,2587.630508073805
1134,EGY,2004,0.0012942234184541,4.85732365,28.2299608489594,0.263656333252003,43.1044662663056,8.57255289794661,204608590453.316,78782467532.4675,31.8,4.67072010040283,29.5899443643107,11.270619332052,30.3696693095201,48.3007614184844,9661000000.0,15950000000.0,32.508501957552,2.87753123653597,0.0153400376478508,1.60233568193565,9.49448631419397,77522427,0.269939988851547,3.6007091699792,4.00029938862123,11.3771125904479,0.64,2639.3470686013998
1135,EGY,2005,0.0006279485502824,4.92229176,30.3435468895079,0.229668459070647,51.2725247920002,13.5031593280445,213758163785.626,89600665557.4043,,4.79442977905273,32.6090993500464,4.86939696871988,23.5610960412379,46.1980776864887,12912000000.0,22449000000.0,39.4651086350975,2.71422040657605,0.0486708417393921,2.33458675802498,11.8509312061057,79075310,0.241410002112389,2.80682569835647,3.29493623652357,14.464485213491,0.643,2703.222583454001
1136,EGY,2006,0.0,4.84190083,29.9498138254816,0.235176049364276,55.4576130325556,16.3478325168947,228387426641.133,107426086956.522,,4.00178003311157,31.5687226809131,7.64452644526434,20.7096250143507,42.741185065273,16728000000.0,27300000000.0,40.9844584749879,2.60621860261331,0.0612878709250083,2.8202302183493,11.7296934107586,80629670,0.259030014276505,2.25748526585406,3.82978531608997,14.8463875493972,0.647,2832.5482001989217
1137,EGY,2007,0.0,4.44493246,30.249731471536,0.180181517108948,52.2178046042278,14.7468482737958,244575133305.99,130437828371.278,,3.68460988998413,34.828141783029,9.3189690579923,18.5915136435957,42.3691717171028,19224000000.0,37100000000.0,43.1807250268528,2.37963467509709,0.0966122421911583,2.45152200895889,10.7818588338143,82218755,0.255100011825562,2.77345298681996,3.50434755011835,13.5101746020733,0.655,2974.6878714715394
1138,EGY,2008,0.0,4.46634817,33.0429927414852,0.254204416912174,43.9609378227177,10.7997951338663,262077623377.432,162818181818.182,31.1,3.76082992553711,38.6376326074819,18.3168316831684,36.9578134665971,58.1139968837448,26224000000.0,48382000000.0,45.8216638749302,2.18078548537016,0.693023407802065,2.18068996423443,12.4545677729971,83844783,0.270240008831024,6.47542351525831,8.23006103829625,15.5824855619458,0.663,3125.747530140689
1139,EGY,2009,0.0,4.37870932,24.9568221070812,0.214061027887349,28.5311081758902,9.86243816096906,274326082658.196,189147005444.646,,3.6391909122467,31.596622529265,11.7634954386443,41.7996676258219,64.6245602996513,23062000000.0,44946000000.0,35.9551026674343,2.03264504307225,0.619163373480266,2.05000012334665,6.24755741424533,85501064,0.433120012283325,7.13017414738842,4.24628958825551,9.1307819389596,0.668,3208.4522674267073
1140,EGY,2010,0.0,4.15319157,21.3492458146859,0.221850956824007,28.675015261694,13.4491771950164,288446290408.139,218983666061.706,30.2,3.54265189170837,26.5871042599039,11.2651882653186,41.6747733880551,59.8724062522939,26438000000.0,52923000000.0,36.2406025194762,1.95296704226796,0.214767137416821,1.5962103417445,7.41778712942652,87252413,0.433450013399124,6.00964225683771,4.22133204721568,9.45061556541184,0.675,3305.883247127377
